msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel
qdszVhlwEDaCy9bUHoZdNakoXEINB2jwPxH2A83LaUA=,41,30,149,149,1,20161120,20161220,0
uvaH5jOrmUOimEfsFhBgP8DaddIyhhgkRxGh5VF0nKU=,41,30,99,99,1,20161203,20170103,0
Udai8gBqloqohsTqYVytuinGzTltFylLUoxus4MKxIw=,36,30,180,180,1,20161204,20170105,0
lbchLIqsFQ5/Gm7OH/aJQsIUbx6kuq68O2/MsjVLKxI=,41,30,99,99,1,20161209,20170109,0
mR2/tW0m0nQ68Hvn9PQmkD0r1stuqOAq92j9JDJXMN0=,41,30,99,99,1,20160824,20160924,0
Z1XQkBsrlODUZdQhqnYLhSF7KuLLn7dlykDY/VPlQLQ=,36,30,180,180,1,20161105,20161204,0
7EURX4ojL/6kJM/ZEslqL9/Sg2BiovtuddIygCnFr6k=,41,30,149,149,1,20161110,20161210,0
2hG9pbv1B/4nLNfZo5XKzi7MxsPqGOnr+6Ohqjfam5Q=,38,30,149,149,0,20161112,20161212,0
5kQTXIzzYPRdkGpmbSa5CnGf/BTnRel88Mot+PVzN3w=,33,30,149,149,1,20161231,20170131,0
Z9C6sT+BpWkfScU3vnYe4MPlHb6xFfv9PiUOA0q2beA=,38,180,0,0,0,20160802,20170129,0
tExNwt+VDYYviXV6kUERmnpx0iFB7Rrf1aNZI0NZ3pA=,41,30,149,149,1,20160716,20160817,0
5gCMq+gHj16txlZbWz3qILuyt3m8ator0WpjoBrW+/Y=,30,30,129,129,1,20160802,20160901,0
3RI8crGDiiYNT7OgE0tA17HlvcB2e99a8KvBkB5bfio=,38,410,1788,1788,0,20151208,20170123,0
VLGMA9se/YzylYwva762bD+CQezjY5l+NykLZgj8WIw=,35,7,0,0,0,20161022,20161029,0
BdokSuZUI3iVUXwGDJfYbnEL3rM0QJGw22Zk/USjpm0=,39,30,149,149,1,20160731,20160920,0
6sxwz+CRSr/GWVJYTyLPWxzPgmEkl8EUpC9u/bkSsBo=,41,30,129,129,1,20160712,20160812,0
6e+Wsws9UMcHgzDGTBdkgjFD3Gs+U2seYGH1oM+zBi4=,40,30,149,149,1,20160816,20160926,0
TxidPmXVCCgsI/NQwASr5G9WDXEdZOa2z9SQT9zZOR4=,41,30,149,149,1,20161204,20170104,0
BgjhamEmUcD0/86z1YhDU/BzhNxN36HIYGZen5htlHo=,36,30,180,180,1,20170120,20170119,1
dfMzV2GuPSgYnqF3zWGwzEQE1/pOG6Za9aj4ylxMV60=,41,30,99,99,1,20160903,20161003,0
yZsnESnWD1DK08brUfcrcYw061gtAba9rnm0oVqd63Q=,41,30,149,149,1,20160716,20160816,0
Y9+znoI/rY5rhcRTkPqFsey0OGEFo3Wa+gU31rLmCsc=,41,30,99,99,1,20160906,20161006,0
CVa9JbHfq2eF/QZFn8GO3qrkIjPyzkXT2hffZQajTmY=,41,30,149,149,1,20150609,20161008,0
IzNw2scu6H4ie9OueP+otyXWUwkYLUMmkyowWVRnHZQ=,38,30,149,149,0,20160703,20160804,0
WvTmtuhbHgAJ7nS5RAaZ7sV5mA2q9Ct6N2iBm2Z7yqw=,39,30,149,149,1,20161031,20170101,0
gfHak90tnxKRWJGRzBXcNeTiVB82TmciKf/IOpcL2Vo=,32,90,298,298,0,20160924,20161226,0
ehwcnexjlCbyknBzP1+/oez9mQt2gr+Dnq/+vW/LWf0=,38,7,0,0,0,20170104,20170111,0
958w9htbV1oZmv3tLgxbfno/BS18cpILOJxO/8XNPSA=,41,30,99,99,1,20160707,20160807,0
/juCfTjEkT4l0T05avh11Y1MutGUdsCcp9GuZiK3PZg=,41,30,99,99,1,20161006,20161106,0
DENHRzpSBxJHhfPpP2wtYd0Q8cZFV2oD9vcF4j4Z6BI=,41,30,99,99,1,20161002,20161102,0
sfdArr5UZ7vE5uW9k+cxNkH1tSrLYgqTOtDcgKbXXxE=,38,30,149,149,0,20161103,20161203,0
Dwqn7UxbJC9hVEO+85dIjn8WY09o0lZFKE4lJJX+YLc=,41,30,99,99,1,20160908,20161008,0
Kmd6QRC8L44+E9mSJbNR4dkWIN9gVofAsmQz06gZk60=,41,30,99,99,1,20161224,20170124,0
Qes7gKithvmppK045na3CcoODm1AGhLDOrKxGSGWLMM=,41,30,99,99,1,20161110,20161210,0
FB+ENbZN5TlvD2u1zEJg8nrpUSxm9+v/nM/V5coZhyw=,29,30,180,180,0,20161002,20161101,0
dAE9621wC658Nod5/wmobURUnT5iU2OaavCp8Zcjig0=,38,30,149,149,0,20160921,20161021,0
Lq93gVbH4/Su4RBYOgb/JDgVoGyhO0FQoui+5lxvz7U=,38,30,149,149,0,20160904,20161004,0
BdokSuZUI3iVUXwGDJfYbnEL3rM0QJGw22Zk/USjpm0=,39,30,149,149,1,20161130,20170120,0
dxcTQ3d2YKuz8CkBuxDt+o0EyGLfB6/t/eFCuR9Cs14=,41,30,99,99,1,20160721,20160821,0
MgVTcbD7wf2f11NvdQTEMzJ/tFt0QDGKLYJY0VVIm8s=,41,30,99,99,1,20150713,20170110,0
PL0qYNRA5c1kHQqDvcdmD3qwldUBPlHBrT39rUz+uaM=,38,30,149,149,0,20161218,20170117,0
lVTPc8guHtsMe1/+BuWjscIOp03N/mp2YRVoegOr5SI=,41,30,99,99,1,20160802,20160903,0
Gf8A4VYi6ByfMe6elnhamVDdeFraXHGrNO6njdAp+Pc=,41,30,149,149,1,20150315,20161118,0
iDtG+qkSIFlO86FmCbsVbQOGRUyHDlymAo16pNDzpy8=,38,30,149,149,0,20160904,20161004,0
RC/KHSAcCHS5axyYLIpdLC3iMHmP1Ll+y3FuVqlblCQ=,36,30,180,180,1,20161202,20170101,0
ajChlNMBdguwBAj4Vm4OExHf0dHYrDytjy3Uu8+Rf6c=,41,30,149,149,1,20150825,20161012,0
u+mLjlHhyjwa2o9WlqqxA/cy4wanXLzZpOgw5iHxD5Y=,41,30,99,99,1,20161221,20170121,0
YyUgFLqf+nrSwLHWZQ5YvXstpoT1h9k59FaS3iVwFb4=,41,30,149,149,1,20161102,20161203,0
Oyk8zK2GnePtLKtrcrvVo1cC/J35Gop4beR09j3m5CM=,36,30,180,180,0,20161003,20161102,0
/o1Gbg3Vj1NU+UUCvlZ658PTXOzznvH1nYSAXmKWtuM=,36,30,180,180,0,20160722,20160821,0
qS+WkNwZTTXRc/CPuOCeISpsRyAN7t9dMk/9FGCFmyk=,38,30,149,149,0,20161220,20170119,0
HEfe2UfWJoTrhqwLhnHoM7TpnZrl2njsN9JMQ7kH2vw=,41,30,129,129,1,20160825,20160926,0
srlwsV0vD6LudG3RKTw0KIOsVdht07ZX+0xO1aNJnAw=,38,30,149,149,0,20161107,20161207,0
/2OxkKvxlf1hkrdRnr0jMKDC0FrcvzcSpkWU1y71X7g=,41,30,99,99,1,20161204,20170104,0
q7PgbDmBW3C7xAkO66oKCbunTwIyotwRJ+3eRgKxkGU=,38,30,149,149,0,20160921,20161021,0
MAZBtYtRMuEXKr9mjBNNjHvdk13c5oetWOc5qY71MhU=,41,30,99,99,1,20160921,20161021,0
MmtciPQYrbGwVyi8r0qysQU7W9wkjFpaPPVHDXh/c1E=,41,30,149,149,1,20150113,20170115,0
G4/VW8nwiwatmqRnBtt7ecgSJWkqOfdG1KyCzrnG6Ug=,41,30,99,99,1,20160815,20160915,0
BawNV8p+aE/I7aCNiTwbVBpZ08L9il2HoMHhY5eGkzA=,41,30,129,129,1,20161101,20161201,0
EEEjfUeVppdbdkiHa1D54CqIfzsr34iwhPasbd6yjD8=,41,30,99,99,1,20161101,20161201,0
4RbTdqCoM7PhD/hiL7IavmLOHBAmWRXBG0YlW+aMiAM=,41,30,149,149,1,20160916,20161017,0
I3BuT6s8fuJ17djYK0oqD8fO+Mx/A0NO6YjzJ9/UVUw=,41,30,99,99,1,20161005,20161105,0
/OmYFNg5XgJF00rUGhEITWCL+Vi3cJvbImzPtBQ+u4Q=,40,30,149,149,1,20160722,20160822,0
w2E2RDm0pILdqsqtUS2Jupyv1zVwhXrz7bMZSR2yHUQ=,38,30,149,149,0,20160731,20160830,0
Wn/Q4oTfCRx84dhz9LiRq5D2+NmBDDyqUVTYPS2Tyb0=,40,30,149,149,1,20161205,20170104,0
RAv3MY5QbZoMB3e+yMFIvsBSoxewgq6tPN9N76fUuHA=,41,30,149,149,1,20151101,20161031,0
afR4wImSFGpiAyOjPTx90FEQoqnzsCf2Vk+UMwun3/g=,41,30,99,99,1,20161011,20161111,0
mGm6H034SN6hclKhPEAgHkjfavlHiH6AuCbdtIPbhT0=,40,30,149,149,1,20161008,20161114,0
xOFpX4mgo2zCQLgKIQuMormtR6lXE9b0cnDtWAGs3Us=,41,30,99,99,1,20160808,20160908,0
jY7Vbj51Gv3/R0J9SieFAdU8ecU4hplSWVhoz6ZG0lA=,41,30,99,99,1,20161021,20161121,0
ZOfwHbWY+F1WxXPXP6H3HiUvsjgNpvxZbTDXX49sJYQ=,41,30,99,99,1,20160819,20160919,0
42mP9eAjGEV4YhnltwB7T0c1/3geyLFEM9gepACs7bQ=,36,30,180,180,0,20160807,20160906,0
wcjgW8Om6pLl1y3ZsxAsvyQYsbWwL5opVZl3nMFRK8I=,41,30,99,99,1,20161018,20161118,0
jtrEH4Apg1/I/uftnMY/5dkCeTpOzy1Q+hQYvhsdlHg=,31,30,149,149,1,20170106,20170107,1
DcadFMpNx0sSd6UoCO9klrSKQqbJ7xovUsGU3q8NSUs=,40,30,149,149,1,20160715,20160817,0
0gMtiuVtfpLORB9gfevfuJoV1U4jm6c28rXMer+i8jY=,38,30,149,149,0,20161212,20170111,0
CS5uemNTrhlw73qDan4XHp8qnxH0TpqRYy4LOS0+5Vo=,41,30,149,149,1,20160704,20160804,0
BhpMP75/mHNiO6lS30TKlrXsTuTERJC/8ffkwutjomg=,41,30,149,149,1,20151019,20170115,0
SBvW/3F2S6N0YnxwNlmO0RFNOdgmmJhLlBy8JiJ28OY=,38,30,149,149,0,20161119,20161219,0
r9NpatxgNWhjyHbT2e7at7n4L24g0LFwCOve1bXFrnc=,38,30,149,149,0,20161030,20161129,0
LRmAG0eOA/Dw/1jcHn8g7Hk6OWWb8tlJLyqciq2T+7Q=,41,30,99,99,1,20160803,20160903,0
sJNbh6uOAXZ+HsLnE/MtWhrlyJDckklY8ArTKG0aJ5s=,40,30,149,149,1,20161101,20161130,0
JhKeBplZojumaka6ZT+sy4aWFkOKB1EcWBXfQzVxg7I=,40,30,149,149,1,20160901,20161007,0
j4kBtvUGCPjXr6XZ8taZ5x+hFCZ8xo17buV633tGy4Q=,33,30,149,149,1,20161231,20170131,0
WPuWpB69bR+Wf20ozNo6cFfk5LOu+FwayG5YVC/lNHM=,41,30,149,149,1,20160923,20161023,0
cyKOhfz1+kVnBn7VRG1Jw3NIQ9Iwi2IOv6alTmo+tkw=,41,30,129,129,1,20160731,20160907,0
ChNIFrB7Xsa6cldH92UCIYKHfQjnkvPAM+5Bsm1siyc=,38,30,149,149,0,20161006,20161105,0
a4JSEAr9ZITWOyR8hd1eHjBsFyc6mc/JnDDF7Rss4Zs=,40,30,149,149,1,20161120,20161219,0
SjVhKbWMWRAjljOJqPlq7g1ly6JKBivcku0SA0Iamls=,40,30,149,149,1,20161110,20161209,0
+PrSHh2hs0Ku7QdTJ7kehCTHeVFEZFfRliaA7c2b1mk=,40,30,149,149,1,20160717,20160821,0
xlWm9WaGC7nOy2NugEXXo96yJl2EVSvgZXzwEiowXjs=,38,30,149,149,0,20161221,20170120,0
mxkcquFAmIPd5PwJIVyaZ6HUYwaiE++FUsz/8JNc3/8=,41,30,149,149,1,20160726,20160826,0
dlli41tAyQdprAcv7QKuCJuJgCY8CesvYugdIWStCgk=,36,30,180,180,1,20160729,20160831,0
T+I9Ode94YRtoAKuRfWVKzykOrl1RBcSZIcLACdzGe0=,38,30,149,149,0,20161202,20170101,0
V6fvh7mXOPbQgg+AFWz5vA4gNx+kJHgm8TDpdhCP55U=,29,30,180,180,0,20161207,20170106,0
GzblcSfG5Ejxr5+PQmZuwBcLPdDEpYQigH6qHHy24R4=,41,30,99,99,1,20160825,20160925,0
9TIhx9UKg6FQmqnl/7ZWYm5dPV78kY1yvv/aDRg1Ltw=,41,30,149,149,1,20160706,20161203,0
souCypjVE9Q53Vnm9doOl2IyxhFQsTRl38hmEBPOngI=,41,30,99,99,1,20161130,20161231,0
B8ShyKhR59xMH/tJ9o1ywOTna9JhfIoy8B97RBtHb2U=,41,30,99,99,1,20161106,20161206,0
/HCXbKqaG2o35zWtN4l/t7EvCVjE/4dUwUr4lFYpodI=,38,30,149,149,0,20161119,20170108,0
13WKLwz0uJUXzQwxYjlBJg45rq7+QbbUBqs5kggDPBk=,41,30,149,149,1,20161017,20161117,0
z6OLzUKXTffsCwtTrlbbJzRuINVyMbe3CRktvxoH+1g=,38,30,149,149,0,20161220,20170119,0
x/LtMTbOUNcHe8SUxLQzB3B1FPN2D2ysWep1+JMcAic=,41,30,149,149,1,20160911,20161011,0
SESjZGFpokdaECPUoWit1jg4Wmol3ELAOD/6PrU+Gwo=,41,30,99,99,1,20161113,20161213,0
yiMOhN5hgqsJZV09blto3KqrlvpmjZDdAlDD1BTdJkQ=,41,30,149,149,1,20161220,20170120,0
S4oiBZdRgIjaKFJzkFqJNHtiJFuiAbjpHTU6mD7of9I=,36,30,180,180,0,20160806,20160905,0
v7xU7e7uEB9JG/q5rDqWcYxs3aUsdDKOCVXp5/VROZY=,41,30,149,149,1,20160804,20160904,0
KqFaU/kiG5xcDZMBbDHdOj31ijjLZv2UmWe1X9KfSEw=,41,30,149,149,1,20161115,20161215,0
Hh3UokidofFdtNEOMVp4DA1X2T0qC6/ursA3rYzs8lY=,41,30,149,149,1,20150712,20160911,0
DiEY0iktWs5YT6LARX7386RRfE7S0ljOCrhmwwsws80=,34,30,149,149,1,20161130,20161231,0
mETVRK9j4reVuaMCDwnbNNQx8DDZpp+o2ezlzxxnLDg=,41,30,99,99,1,20161004,20161104,0
RUxmJuzIBkDz+DyB2XkI1cShAssnHK/478+zge68Y3o=,39,30,149,149,1,20161130,20170104,0
RTEEo+kS8oS4K24VCptOFk2Dv9Ob4v0XlUyRH63PPFM=,40,30,149,149,1,20161201,20161231,0
IzR5YQ6Jm75gSYhbjh0n9r7Xcf3jXgffAhEgZYfOuuE=,38,30,149,149,0,20161218,20170117,0
RRSRGuCpMTkKfQf0w4rK0z/bdac6RkNRBWw5n1jdkO4=,38,30,149,149,0,20161218,20170117,0
SRcg4xpqeckk+U5ExM5/AzN/F5dcqSCt/jb22SQFVY4=,41,30,149,149,1,20150608,20161011,0
p68l4oZc8rkaNwvYZXEC7ZXDrFLk80f01/HXNTIIFM4=,41,30,99,99,1,20160820,20160920,0
WvToRs7XlAPQBvFBVc0coatdr//2P2JAnLzvGlBmvYs=,41,30,99,99,1,20161216,20170116,0
Q8jaodzbz6CyLz+B0FiCnMkJyFWskyhaED37dtg/PVs=,36,30,180,180,0,20160609,20161113,0
82+eK8ZXkJQ4Kn5PjUjlZyLm1JArsDS/rH1ymedP5go=,40,30,149,149,1,20160901,20161003,0
PMDaPFD1JxDYY7YNbq+Xv9kDFxyjF4KdpNptq38TTq8=,33,30,149,149,1,20160731,20160831,0
MrG+5qtKkpK12odMdgarg83fQFAuTZhCM/GTrtgYq3I=,41,30,149,149,1,20160906,20161006,0
hGRTQdtAjtKlxuZD/LJfeUIibgTACwUa7OUV9D6lioE=,41,30,99,99,1,20160813,20160913,0
wX98Iy/XFS3pcgK1iRSjjPMnyrxWt5xcFGgbKRF2x2Q=,37,30,149,149,1,20160901,20161014,0
UYSUdQ79DW5ke4lGDV+yvWkJ1aGkTQXa8TWOvj6pUDg=,39,30,149,149,1,20161130,20170113,0
sAttUw2HBl1gTcjSbuRyE6JNhTmqOZ+4FhKzaGmrKtU=,36,30,180,180,0,20161223,20170123,0
kRDzLHGeESK7Uzp8Q9jMrqEfEEVYnY2r/DVRh6EZfKw=,41,30,149,149,1,20160905,20161005,0
eB4DBR519RhWk9mDpYQqRqHxSCO3C8fYf91UzxeVxj4=,41,30,99,99,1,20161121,20161221,0
j7MeJzjClfcKzG+qH/OCOBt+xg2yDnQ/Bo8d4IN2jX4=,41,30,149,149,1,20161022,20161123,0
ChLR9a7tp95i6F3t3+CTO5L7fXKoUTL+jQc3vjiX1FI=,41,30,99,99,1,20160725,20160825,0
DkJALz3d5fie/o2iZHjQPDmT/yMqUANd9QSRG6VZ8Js=,40,30,149,149,1,20161011,20161009,1
Ou50VCSAsTYETLI4ZEanve2IYLZ2As4t+WQ7srBAjoc=,40,30,149,149,1,20160806,20160905,0
FgSfemFEGJzr4c60TqRj3eTCR7WbRn5lNm2BPTclWPE=,41,30,99,99,1,20161014,20161114,0
3bPnWrI1i92aRzd3ls6jymIoE7+GYAMfRQOiQlSiy4A=,34,30,149,149,1,20161130,20161231,0
h96055a4CC/1WYoDPs6d9iimh2fZoQKD4a43UHR59UI=,41,30,149,149,1,20160724,20160824,0
N4C4viL8hR1JqrmSUPApUfBl1R+rrw2Rjr6DmY5Y4DA=,38,30,149,149,0,20160810,20160913,0
wikBZqSloVtF45nvst5WfZ5tcoIL3R1BWPqbIp/rxPI=,38,30,149,149,0,20160826,20160925,0
A14kmxhGFkWP5OJVg4MAqPCvtsW7izpRp3ETOtMs1K0=,40,30,149,149,1,20161011,20161020,1
f1KLxHF7qpsX+NfVjzDeELaiujMElX9cTVlzzzP8pXk=,41,30,99,99,1,20160822,20160922,0
ZTxa1h0PLNhC0D5bpzD2QDwaRRBGdrenA441uEyKExc=,32,195,894,894,0,20160302,20160916,0
9UAC9w2TGw1AxYT2xFQPhTeyLnlZ9kjcvtWuPiyyfr8=,40,30,149,149,1,20161001,20161106,0
GKH9IErf0jz5531Oz1IVLlEGv5jmExjRBzIqFHJoHQ8=,41,30,99,99,1,20160904,20161004,0
CMPcRf5N2cNWtoWZbDFbTYHh4pWXhMToI6+k07drkyI=,41,30,99,99,1,20161222,20170122,0
pIAIJtweQaaAJBeDTTBWQck/7sSc+53exU7Leo+JKU0=,41,30,149,149,1,20160712,20160812,0
Wxv7rU04HkfX8wQQyWl9IHJJ+8UsLodTm1DTYV9pk84=,41,30,99,99,1,20160813,20160913,0
Mhzq7oiMFUuMLTrZGwoyZfEYZFe8TY+nd5l0piw7E50=,40,30,149,149,1,20161027,20161126,0
9VNeRkNETvgMBmHxc4HSHsdRkEPpdeOw63uOBCtfyhQ=,41,30,99,99,1,20160715,20160815,0
DhXnjcxjURe8E2LNXDAtZzU4ullwIgGqZ2zX7J/Q0o4=,41,30,99,99,1,20160712,20160812,0
W2FG3Izp35WBMsy8WhFHnpKonxg/90MCo+yjFXJZ/gk=,38,30,149,149,0,20161012,20161111,0
3vQXjZ4ic2vc3WmvPTJGsiLa4EbgAwllO5N+xN7nTiY=,41,30,149,149,1,20150211,20161008,0
0u9FsBPcWitF+uTC+36UyLn4v07dvJhW6untBt6+qg4=,38,30,149,149,0,20160725,20160828,0
oHA7rAw5ivJd+AyA4yXThZ8Z6riADfo3ig93uHylS+g=,40,30,149,149,1,20160826,20160925,0
gEELhI2pD39kJ6t8dsHlH+3+oUMwXtWid2jYtJBiElQ=,38,30,149,149,0,20160708,20160807,0
gHdHcIl3xeGNWqJ+yuMMnSrhF7bHt3BKSA2iYZXzE7M=,40,30,149,149,1,20161221,20170123,0
reli5sqQrjoGR8yziY11W2kBFbRtthqQ/OJl1oEC9Q8=,34,30,149,149,1,20161031,20161130,0
r+/VnZ5hddfpSnmtsAupifCpPyjVKZN4vNIH+oCQ0sA=,40,30,149,149,1,20161201,20170106,0
qMz8nF0heWei+QVNruIy4DlOcesSi/NDZVzGZkOzdH0=,41,30,149,149,1,20170126,20170126,1
Qw4jdSsBOcTjSdhkJLoALBDHanaxrcbEUDl55+Giy8w=,41,30,99,99,1,20160703,20160803,0
qdgiTT7DSKjfFL2XeiWTGAfIfuj8aMnlX3U9LP8nEWY=,41,30,99,99,1,20161006,20161106,0
mw5UQnAHb2XemIeFRcxs56PYsoTAqJDD+q9PN4nTJOs=,41,30,149,149,1,20160821,20160921,0
JYAKP1yWuOz2BcFUKdqCCanT2rHDw/PWJILRBvJDMP0=,41,30,99,99,1,20160912,20161012,0
1QVRcsfrIDs/CwTOzEoQUTVhHeZJhrPPjSV+p/pbkew=,41,30,99,99,1,20160926,20161026,0
oSFOdqkH7ygYdtFK04pJ+7/gGPDPG2JH0/pq7PBAc+s=,41,30,99,99,1,20160831,20160930,0
WMWCQDehGXxETYuwAB6mRIyhWwZ8PmfOZzgRR55jyEs=,33,30,149,149,1,20160731,20160831,0
a66M/pYQ1vqOcpADN8vaVMRCokygsVLVU8CP+6H60xg=,36,30,180,180,0,20161011,20161110,0
f/KZ11b59q0inKbouR9A/O+9LwkdgfpINb0OY/46MRU=,41,30,149,149,1,20161201,20161231,0
x2MWcFzi7lyf6dtZKa0ASKQQ1GG6qvrXravjihtPGaw=,41,30,99,99,1,20161210,20170110,0
4HErNgVmT13YRfaMuK6mZ/OWmqOZo5kOLUk58N9LaH4=,41,30,149,149,1,20161101,20161201,0
NIxD6LoM3ewNtSwC/f6L21wlvo8OMrR8Af94nc+OCXY=,35,7,0,0,0,20161121,20161128,0
dyPjNk6EOU/XEqB/8M3VSarKzfd1S8rMBGKLsfwJgVI=,41,30,99,99,1,20161203,20170103,0
f9DumZIStzzKwFt57C4ZHO9Ab8RvUvfuZuJ0JnR5RTo=,40,30,149,149,1,20161208,20170107,0
+ySQeFYgocZft/Jg4jB5aJRFyUv3DzxRaX2VTzQUEiM=,41,30,149,149,1,20160810,20160913,0
MsGD7XkBdXv1wZi4nlC66IY+hSVbEugMR8oiLkpFgNQ=,41,30,99,99,1,20161104,20161204,0
oOBAVShQdT33P/7Ih3Gof8ByeFa7fvC5RI6FiKMvBN4=,41,30,99,99,1,20161111,20161211,0
9FJjdv87kyH51nTdSAzy70dwxyLUNfH1+5iC7b/hJGg=,36,30,180,180,0,20161119,20161219,0
vMbyHal1WMLu1NDA2PwjYhLN3eQ2CWR8H5yaAKl4UHk=,38,30,149,149,0,20160821,20160921,0
C0EANdViYsGz1drDKqQeRaxX6gaD2uIo4qTkEscdGa0=,38,10,0,0,0,20160228,20160826,0
jxHAEVOHW9NYbmZhLAaXEBgzfO3z0sO/qVU1EiOtIkw=,38,30,149,149,0,20161015,20161114,0
Gzl88CxH2JGkoQhXswFjXniKvYI7vMQAAhqsRyCmmvg=,38,30,149,149,0,20160709,20160808,0
51a44YKYx/WnxEg8Vbu1thLaFpauVvL2Aw7GUYlmsJ8=,39,30,149,149,1,20161130,20170125,0
s+ALXVHG2H3dY4EnSVSKms46kvt1adTf4KeQezgEaQM=,39,30,149,149,1,20160731,20160914,0
6z7JZn5MzGaPcuGj9gfABFQ6OZPJXg/2ZXubw0J27uE=,36,30,180,180,0,20161114,20161214,0
42L9RLryG96jNgBFUPHLhCQLFb7eL9Uo2lhRQFfTpyk=,36,30,180,180,0,20161221,20170121,0
g5uzOYfANrDsWjf/SzKQ8KVrmH8K1jwQbTREaELrtaw=,36,30,180,180,0,20160917,20161017,0
XVCQsi4O9+3wx2MRPRzUP7/LJ3OAfEsjkpBSM0PeytI=,41,30,99,99,1,20161123,20161223,0
Z+aSCmBtkPYUoHxblhdW4I3dqAO2sg7ZBgAYjIOnhOY=,41,30,99,99,1,20160701,20160801,0
XFZMXyDdTZyWZnHryNpGAFLWHEA0p+S1jHLmzwW2F3M=,41,30,99,99,1,20160705,20160805,0
2b//zbqRdlNQu5wRUiMSekgYSON0PsNLpOb1A6DoG1I=,41,30,99,99,1,20160707,20160807,0
BJiFn8I8Ttp3y0ge9Dxbe3RuMQK/Je0snGeSoH0eIiQ=,35,7,0,0,0,20160911,20160916,0
U5ErR17lyUrhVHZn4paz2HkKIRGQgTpr7ftq8MJxujE=,41,30,149,149,1,20170125,20170125,1
DrcZfQlXMujpXAkiCH7T6Nbkr42N1huLM122dTcjP6Y=,41,30,149,149,1,20160811,20160910,0
hD5Ske8lcfmzZuZ3JIW6DZu7gsaZJHAOKni0e6o4lQA=,36,30,180,180,0,20161206,20170105,0
ejATrfZ6H2NhzkPNIlltfQrd4kCasoO8zjsCYOsBHTY=,40,30,149,149,1,20161201,20161231,0
NBYVi4wuJzwyexabmfBgThi8278nHno0SjBqj66FRgA=,36,30,180,180,1,20161002,20161101,0
zpgVmep9lucRxZSMeBaG8MxceknIJVwqpU1wr8Hgw6A=,41,30,99,99,1,20170113,20170114,1
vlZUGeQrFCHGzIaiRM30+saF1Eu4A+6X+Fq9ZJJuMXk=,39,30,149,149,1,20161031,20161213,0
odQNgCynVp/Cp59Q9xGzCQMB33cRS/Dg6xpYL6UwDY4=,40,30,149,149,1,20161101,20161206,0
YJetVJGZeTAaWMxuEopGtB5VvTbshPU7EqHHx6+dDJo=,41,30,99,99,1,20161227,20170127,0
BhpMP75/mHNiO6lS30TKlrXsTuTERJC/8ffkwutjomg=,36,30,180,180,1,20161201,20170103,0
zOMocMrMjI7KJg+VzT2OeKptqei6DsjR0/aEuDZkbUc=,41,30,149,149,1,20160815,20160915,0
KXWfp7JmCU2aNd9oauktatuugcV9Qa2OIhEIBpfYVLU=,41,30,149,149,1,20151226,20170125,0
R2U1bOq/VozavLsyHf3dMshnfMax9a8fef29De3ZOAs=,41,30,99,99,1,20161013,20161113,0
U0qxBucO1rjrIlpSFckHDlzh+OH11a99PwND4SUeNKs=,30,30,129,129,1,20160927,20161026,0
/dGImbvnpkVvkqLzo1L3ATDKa4EuVhf7LcUfz/7UgF4=,38,7,0,0,0,20160720,20160803,0
C0EANdViYsGz1drDKqQeRaxX6gaD2uIo4qTkEscdGa0=,38,10,0,0,0,20160228,20161214,0
y7l0YaErIvRNZD4CO7JLdGXyfw6rmd8rsrPGDvne42s=,39,30,149,149,1,20160930,20161111,0
e5UjJkLOOOKjz6zsiwrEyjvz89EkadGWhEfJq5zyssk=,41,30,129,129,1,20161201,20170101,0
43eUZdD48eVbhkHKBNK5i58a/CtWLKzkWMlXacLGa14=,40,30,149,149,1,20160720,20160819,0
+y0IBKcS6k8oDymMxpGB7C1Ke3atBsD/Q3lTt03VlYY=,41,30,149,119,1,20150124,20161226,0
usMk0k+HF2L6E/n8Mr2PZsX6IbhhIBgiwSbEeNDNCSM=,41,30,99,99,1,20161117,20161217,0
p8HvuA6p4Hz455zB93kMXbA8vzkWo7UnHdvTEdVyJyo=,41,30,99,99,1,20161018,20161118,0
OUU1R23YZu03B0IdA1xx6X5CWp/7x2iBW/rDHz6C0IA=,40,30,149,149,1,20161019,20161120,0
DQODz7frv5FgJWpBgZU1KN2xcxTSa+GIhFJVJKv6gb4=,41,30,149,149,1,20150308,20161006,0
9bqBrIPo1D791PbgGjpkwIYjXzumpIob/jPgVn0LXnw=,41,30,99,99,1,20161130,20161231,0
Fnd3RTq2/HMGFK49Seckkz9YTamGB+GykuqtCrwPhEM=,41,30,99,99,1,20160809,20160909,0
e73asV5vmIHfQY/WJaiAL7EgyjXeL75IYhGxYrXxPNQ=,38,30,149,149,0,20161015,20161114,0
1yZu+w+t6MW246M3c/ezirp6KSLTYs/lHnzlMsqr/8Q=,34,30,149,149,1,20160831,20160930,0
lnI8SwsS1UgBRY6T+9OdBnQIsABs2a+K8+bUWVzov3o=,40,30,149,149,1,20160716,20160817,0
FgSfemFEGJzr4c60TqRj3eTCR7WbRn5lNm2BPTclWPE=,41,30,99,99,1,20160714,20160814,0
N4C4viL8hR1JqrmSUPApUfBl1R+rrw2Rjr6DmY5Y4DA=,38,30,149,149,0,20161211,20170111,0
